学习时长,出勤率,家长参与度,资源获取,课外活动,睡眠时间,过往成绩,学习动机水平,网络接入,辅导课程,家庭收入,教师质量,学校类型,同伴影响,体育活动,学习障碍,家长教育水平,家庭距离,性别,考试成绩
19,88,高,中,是,5,95,中,是,1,中,高,公立,中性,3,否,高中,近,男,70
19,99,高,高,是,8,53,中,是,1,中,中,私立,中性,4,否,大学,近,男,72
13,78,中,高,否,7,82,高,是,0,低,高,公立,中性,2,否,大学,中等,女,65
25,81,高,中,是,7,85,高,是,3,中,中,公立,消极,1,否,研究生,中等,女,71
21,81,高,中,是,7,94,中,是,3,中,中,公立,中性,1,否,研究生,中等,男,70
17,82,中,低,否,10,94,中,是,1,高,高,私立,中性,3,否,高中,中等,女,66
9,81,中,中,是,7,99,中,是,2,低,中,公立,中性,3,否,高中,中等,女,64
29,60,低,高,否,7,63,中,是,0,低,中,公立,消极,4,否,研究生,近,男,64
13,60,高,低,否,10,64,低,是,1,中,中,公立,中性,4,否,大学,远,男,59
16,64,中,高,是,7,70,中,是,5,低,低,公立,积极,4,否,高中,中等,男,65
22,64,高,中,是,10,77,中,是,1,低,高,公立,积极,3,否,高中,中等,男,66
13,88,中,中,是,4,68,高,是,1,高,中,公立,积极,2,否,高中,近,女,67
11,68,高,中,是,5,87,中,是,1,低,中,公立,积极,4,是,高中,远,男,62
7,96,高,低,否,6,50,中,是,1,高,中,私立,消极,3,否,大学,近,男,65
24,97,高,中,是,8,51,中,是,3,低,,公立,中性,2,否,研究生,近,女,73
17,99,中,中,否,10,86,低,是,1,中,中,私立,积极,2,否,大学,近,男,70
38,98,低,中,否,6,94,中,是,2,低,低,公立,消极,4,否,研究生,近,女,75
14,71,高,高,是,8,89,中,是,0,中,中,公立,中性,3,否,研究生,近,女,66
14,80,高,中,否,10,56,低,是,1,低,中,公立,积极,3,否,研究生,中等,女,65
17,67,中,中,否,9,97,中,是,1,中,低,公立,中性,3,否,研究生,中等,女,64
21,92,高,低,否,6,76,低,是,2,低,中,公立,积极,5,否,大学,近,男,70
17,96,中,高,是,8,87,中,是,0,中,中,私立,积极,5,否,高中,中等,男,71
24,94,低,中,否,8,60,低,是,0,中,中,公立,中性,3,否,高中,近,男,68
14,77,中,中,是,6,77,低,是,1,低,高,私立,中性,2,否,大学,近,男,64
12,90,高,高,否,8,67,低,是,2,低,低,公立,中性,3,否,高中,近,女,67
9,64,中,高,是,6,99,中,是,6,低,高,公立,积极,6,是,高中,中等,男,65
7,62,高,中,是,7,74,中,是,3,中,中,公立,中性,3,否,研究生,近,女,62
17,90,低,高,是,5,88,低,是,1,中,中,公立,消极,1,否,大学,近,女,68
18,77,高,中,是,4,80,中,是,1,中,低,私立,消极,2,否,大学,近,男,66
16,100,高,高,是,7,55,高,是,1,低,中,公立,消极,2,是,大学,中等,男,69
27,64,中,中,是,7,77,高,是,3,高,中,公立,中性,4,否,高中,中等,男,68
27,94,中,低,否,5,77,中,是,0,中,高,公立,积极,2,否,大学,近,女,71
18,79,中,高,是,8,86,中,是,3,低,低,公立,中性,4,否,大学,近,女,68
9,93,高,低,是,7,66,中,是,0,低,低,私立,中性,2,否,大学,中等,男,64
17,93,低,中,否,8,93,低,是,0,低,中,公立,消极,3,否,大学,中等,男,66
16,97,中,低,是,8,81,高,是,0,高,高,私立,积极,2,否,高中,近,男,70
16,72,低,中,否,9,52,中,是,1,中,高,公立,消极,1,是,大学,中等,女,60
16,98,中,中,是,8,85,低,是,0,低,高,公立,积极,2,否,大学,远,男,69
16,66,中,中,是,7,95,低,是,1,中,中,公立,积极,4,否,大学,近,男,65
18,63,高,高,是,7,84,中,是,1,中,高,公立,中性,2,否,高中,近,女,66
16,77,中,低,否,10,69,中,是,1,中,中,私立,中性,3,否,高中,近,女,64
21,93,中,高,否,8,80,中,是,0,高,高,公立,积极,1,否,大学,中等,女,71
22,79,高,低,否,7,59,中,是,0,中,中,公立,积极,3,否,大学,近,男,66
15,93,中,低,是,7,80,低,是,0,低,中,公立,积极,3,否,高中,近,女,66
28,89,中,中,否,6,75,中,是,1,低,低,私立,消极,3,否,高中,中等,男,68
14,68,高,高,否,5,51,高,是,1,高,中,公立,中性,5,是,高中,中等,男,63
10,98,中,低,是,10,66,低,是,1,低,高,公立,消极,2,否,大学,近,女,66
22,62,低,中,否,8,60,低,否,0,中,高,公立,积极,2,否,大学,近,男,61
15,96,中,低,否,5,70,高,是,4,低,高,私立,积极,3,否,大学,近,男,70
22,72,中,高,是,7,62,低,是,5,高,中,私立,中性,2,否,大学,中等,女,68
6,80,中,中,是,9,92,低,是,5,低,中,公立,中性,2,否,研究生,中等,男,65
28,77,高,中,否,6,85,高,是,0,低,中,公立,消极,1,否,研究生,近,女,69
24,67,中,高,是,6,87,低,是,0,中,中,公立,积极,4,否,大学,近,男,67
11,74,高,中,否,8,68,低,是,0,中,中,公立,积极,3,否,高中,中等,男,62
11,68,低,高,是,8,50,低,是,2,低,高,私立,积极,4,否,高中,近,女,61
30,68,高,高,是,6,61,高,是,1,中,中,公立,积极,3,否,研究生,,女,70
16,67,高,中,是,6,88,中,是,0,高,低,公立,中性,3,否,大学,近,男,65
15,80,高,中,否,8,80,中,是,1,低,中,公立,中性,4,否,高中,中等,女,65
6,92,中,中,是,5,77,中,是,1,低,高,公立,积极,4,否,高中,近,男,66
18,83,中,高,是,6,64,低,否,1,中,高,私立,消极,3,否,高中,近,女,66
19,96,中,中,是,7,54,高,是,1,低,中,公立,中性,3,否,大学,近,男,69
24,85,高,高,否,8,89,中,是,1,低,中,公立,中性,3,否,高中,中等,女,70
12,88,高,中,否,6,52,低,否,1,中,高,公立,消极,1,否,高中,近,男,63
11,87,低,中,否,8,53,高,是,1,中,中,公立,积极,3,否,高中,近,女,64
23,78,高,低,否,9,65,高,是,1,低,高,公立,中性,2,是,大学,远,女,65
26,88,高,中,是,6,79,中,是,1,低,高,公立,中性,4,否,高中,远,男,71
11,63,中,中,是,10,100,高,是,0,中,中,公立,中性,3,否,高中,远,女,61
26,94,低,低,是,9,55,低,是,2,高,中,公立,中性,3,否,高中,近,男,69
20,91,高,中,否,7,74,中,是,1,中,中,公立,中性,4,否,高中,中等,男,69
27,70,中,中,否,7,80,低,是,1,低,中,公立,中性,3,否,高中,近,女,66
20,91,高,中,否,6,91,中,是,3,高,高,公立,中性,2,否,高中,近,男,72
5,61,高,中,否,9,84,高,是,1,中,中,公立,中性,3,否,大学,近,男,60
19,69,低,低,否,7,90,中,是,0,低,中,公立,中性,1,否,大学,近,男,62
26,63,中,中,是,5,76,中,是,3,中,高,公立,中性,5,是,高中,近,女,66
15,91,中,高,是,4,72,低,是,1,高,高,私立,中性,2,否,高中,近,男,69
18,90,高,中,否,7,81,中,是,2,中,低,公立,消极,3,否,研究生,中等,男,69
19,93,中,高,否,7,95,低,是,3,中,中,私立,消极,3,否,高中,近,女,71
3,60,中,低,是,6,78,低,是,1,低,中,公立,积极,1,否,研究生,近,女,57
30,80,高,高,否,5,80,中,是,0,低,中,私立,积极,4,否,研究生,近,女,72
15,88,低,中,是,4,67,中,是,1,中,高,私立,积极,4,否,高中,远,女,66
23,66,中,中,是,6,80,中,是,1,中,中,公立,积极,3,否,大学,近,女,66
19,86,中,中,否,6,81,中,是,3,中,高,公立,中性,3,否,大学,近,男,70
28,63,中,中,否,8,88,中,是,2,低,高,公立,积极,2,否,高中,近,男,67
22,67,中,中,是,7,79,中,是,1,中,低,私立,中性,3,否,大学,中等,女,65
19,79,中,中,是,9,60,低,是,1,低,中,公立,中性,3,是,高中,近,女,63
15,86,高,低,否,8,79,中,是,3,低,中,公立,积极,3,否,大学,近,女,68
25,66,低,中,是,8,65,中,是,0,中,中,公立,积极,3,是,高中,近,男,63
9,67,中,高,是,8,54,中,是,3,中,高,私立,积极,5,否,大学,中等,男,63
24,68,中,中,是,5,91,高,是,1,高,中,公立,消极,4,否,大学,近,女,68
13,70,中,中,是,6,53,中,是,2,低,中,公立,消极,0,是,大学,中等,女,60
28,69,中,中,否,10,82,高,是,0,中,中,私立,中性,2,否,高中,近,女,67
21,76,低,低,是,4,99,高,是,0,低,低,公立,积极,3,否,大学,远,男,65
24,86,高,低,是,7,54,中,是,0,低,高,公立,中性,2,否,大学,近,男,68
20,78,中,低,否,8,61,中,是,0,中,中,公立,中性,2,是,高中,中等,女,62
9,91,中,低,否,4,88,低,是,2,中,中,公立,中性,4,是,研究生,近,女,65
15,89,中,中,是,6,55,高,是,1,低,中,私立,积极,3,否,高中,近,男,66
24,65,中,中,是,10,92,低,是,3,中,高,公立,中性,4,否,高中,近,男,67
21,62,低,高,是,7,50,低,否,1,高,中,公立,消极,2,否,高中,中等,女,60
27,95,低,高,是,6,94,高,是,2,中,中,公立,中性,4,否,研究生,远,女,74
22,63,低,低,是,7,53,中,是,1,高,中,公立,中性,4,否,高中,近,男,62
14,66,低,中,是,6,96,低,是,0,高,中,公立,消极,3,否,大学,中等,男,61
15,61,中,中,否,10,93,高,是,0,中,高,公立,中性,4,否,高中,近,男,63
21,85,中,低,否,6,77,中,是,2,低,中,公立,中性,3,否,大学,远,男,66
6,83,中,中,否,6,89,中,是,1,低,中,公立,积极,4,否,研究生,近,女,65
30,99,低,中,否,5,54,中,是,0,中,中,私立,积极,3,否,研究生,近,男,72
23,95,高,中,否,7,57,中,是,1,低,中,私立,中性,2,否,高中,近,女,70
27,76,高,高,是,7,68,中,是,1,中,中,公立,中性,3,否,研究生,中等,女,71
11,75,高,高,是,9,77,中,否,1,高,高,私立,中性,2,是,大学,中等,男,64
27,72,中,高,否,5,93,低,是,1,高,中,公立,积极,2,否,大学,近,男,70
33,66,中,中,否,8,77,中,是,2,中,低,公立,中性,3,否,高中,近,男,68
12,66,低,高,是,7,83,中,否,1,中,中,公立,中性,3,否,高中,近,男,61
25,65,高,中,是,4,84,高,是,1,高,中,公立,积极,2,否,高中,近,男,68
20,65,低,中,否,6,94,中,是,1,低,高,公立,积极,2,否,研究生,近,女,64
11,70,中,高,是,6,89,低,是,2,中,中,公立,积极,4,否,高中,近,女,64
23,72,中,高,是,10,99,中,是,2,中,高,私立,中性,4,否,研究生,近,女,71
25,98,中,高,是,8,51,中,是,0,中,中,私立,积极,2,否,大学,中等,女,72
16,83,中,中,是,7,60,中,是,0,高,中,公立,积极,1,否,大学,中等,女,66
27,100,低,中,是,4,97,低,是,4,低,高,公立,积极,3,否,高中,近,女,74
10,75,中,中,是,4,90,中,是,3,中,高,公立,积极,3,是,研究生,中等,男,65
11,78,高,高,否,8,63,低,是,1,低,中,公立,中性,3,否,高中,近,女,64
21,73,高,中,是,8,99,中,是,1,中,高,公立,积极,4,否,大学,中等,男,69
20,67,中,中,否,6,93,低,否,1,低,中,公立,消极,3,是,大学,近,男,62
16,66,中,中,是,7,53,高,是,2,中,中,公立,消极,2,否,研究生,中等,男,62
25,98,低,低,是,7,91,中,是,2,低,低,公立,积极,3,否,研究生,近,女,72
23,99,中,高,否,7,89,高,是,1,中,中,公立,中性,3,否,高中,近,女,73
25,62,中,低,否,6,61,高,是,1,中,中,公立,积极,4,否,研究生,中等,女,64
19,66,中,中,否,8,83,中,是,2,中,高,公立,中性,3,否,高中,近,女,65
24,77,高,高,是,9,99,中,是,1,低,中,公立,积极,1,否,高中,近,男,70
17,67,中,中,是,6,84,高,是,1,高,高,公立,中性,3,否,研究生,中等,女,66
32,75,低,高,否,5,91,低,是,1,高,中,公立,积极,2,否,大学,中等,女,70
15,65,中,高,是,6,55,低,是,2,中,中,私立,积极,3,否,高中,近,女,63
33,78,低,低,否,7,86,中,是,1,低,高,公立,积极,4,否,高中,近,男,69
20,71,高,中,是,8,60,低,是,0,中,中,公立,中性,2,否,高中,近,男,64
12,74,低,中,否,8,54,中,是,2,中,中,私立,积极,5,否,研究生,中等,女,63
28,64,中,中,否,8,78,低,是,2,中,中,私立,消极,3,否,研究生,近,男,66
21,77,中,中,是,8,88,低,是,2,高,中,私立,积极,1,否,大学,中等,女,68
25,99,中,中,是,7,77,中,是,0,高,高,公立,中性,3,否,高中,近,男,97
27,73,低,低,否,9,97,中,是,2,中,高,公立,中性,1,否,高中,近,女,67
22,95,中,中,否,7,85,中,是,0,中,中,私立,积极,4,否,大学,近,男,71
16,94,低,低,是,8,56,低,是,2,低,高,公立,积极,2,否,大学,近,女,66
26,98,中,低,是,7,97,中,是,2,低,中,公立,中性,2,是,研究生,中等,男,72
20,92,高,中,是,7,58,低,是,2,低,低,公立,中性,4,否,研究生,近,女,70
24,86,中,中,是,7,88,中,是,1,低,中,公立,中性,3,否,高中,远,男,69
7,94,中,低,是,9,57,高,是,2,中,中,公立,消极,3,否,研究生,近,女,66
23,63,高,高,否,7,100,低,是,2,中,高,私立,积极,3,否,研究生,近,女,69
16,79,中,中,是,6,67,低,否,2,中,高,私立,积极,3,否,大学,近,男,65
30,100,高,高,否,6,75,中,是,0,低,中,公立,中性,4,否,大学,中等,女,75
24,91,低,中,否,8,73,中,是,2,低,高,私立,积极,2,否,研究生,中等,男,70
21,98,高,低,是,6,55,低,是,1,中,中,公立,积极,3,否,高中,近,男,70
23,91,中,高,是,7,75,低,是,2,低,高,公立,消极,2,否,高中,远,男,69
14,95,高,中,否,7,57,中,是,2,低,低,公立,中性,2,否,大学,近,女,68
30,88,低,中,是,6,90,高,是,4,高,中,私立,消极,2,否,大学,中等,男,73
32,90,中,中,是,5,98,高,是,0,中,高,公立,中性,3,否,大学,中等,男,74
22,81,低,低,否,5,90,中,是,0,高,中,公立,积极,2,否,大学,中等,女,66
30,97,高,中,是,6,72,高,是,1,低,高,公立,积极,2,否,高中,远,女,74
17,93,中,低,是,5,50,低,是,3,高,中,公立,积极,2,否,高中,中等,男,67
15,94,高,中,是,8,52,低,是,1,中,中,私立,积极,2,否,大学,远,女,67
20,87,中,高,否,10,75,低,是,3,中,中,私立,中性,2,否,大学,近,女,70
23,72,低,高,是,6,84,中,是,1,高,高,公立,中性,2,否,高中,近,男,67
18,61,中,低,是,6,91,高,是,3,中,高,公立,积极,3,否,大学,中等,女,80
23,97,中,高,是,6,80,低,是,1,低,低,公立,消极,2,否,大学,中等,男,70
22,83,高,中,否,8,99,低,是,4,高,高,公立,消极,4,是,高中,近,女,71
14,72,中,低,否,8,75,高,是,4,高,中,私立,积极,2,是,大学,近,男,64
23,66,高,高,是,7,80,中,是,1,中,中,公立,积极,3,否,大学,中等,女,68
25,93,中,中,否,5,62,中,是,0,低,中,公立,中性,3,否,高中,远,男,68
21,93,中,中,是,6,67,中,否,1,高,中,公立,积极,3,否,高中,近,女,69
27,93,高,低,是,7,84,低,是,1,中,中,私立,中性,2,否,研究生,近,男,72
13,86,中,中,否,7,80,中,是,0,低,中,私立,消极,5,否,大学,近,男,65
23,75,低,低,是,7,68,中,是,1,高,低,私立,中性,4,是,高中,近,男,64
13,72,中,高,否,8,56,低,是,1,低,高,公立,积极,4,否,研究生,中等,女,64
13,60,低,中,否,5,67,高,是,1,低,中,公立,积极,4,是,高中,远,男,58
16,93,高,中,是,7,52,低,是,2,中,高,公立,中性,3,否,高中,近,男,69
14,63,高,低,否,7,79,中,是,1,低,中,公立,中性,3,否,高中,近,男,61
17,85,高,高,是,6,66,中,是,0,中,高,公立,中性,2,否,大学,中等,女,68
19,80,高,中,是,6,69,低,是,1,低,低,私立,中性,4,是,大学,近,男,66
25,81,中,中,否,8,79,低,是,1,中,中,公立,中性,4,否,大学,近,女,68
18,97,低,高,否,5,79,低,是,2,低,高,公立,积极,3,否,大学,中等,男,70
10,61,高,低,是,10,79,中,是,4,高,高,公立,积极,2,是,大学,中等,男,62
27,91,中,中,否,8,75,低,是,2,中,高,私立,中性,3,否,高中,近,男,71
15,62,中,中,否,7,74,高,是,0,低,高,公立,消极,3,否,研究生,中等,女,61
20,62,高,中,是,7,91,低,是,1,中,低,公立,消极,3,否,大学,近,男,64
23,77,中,低,否,8,73,中,是,1,低,低,公立,积极,2,否,大学,近,男,65
21,63,低,中,是,6,77,低,是,3,中,高,公立,消极,1,否,高中,近,男,63
27,92,高,中,是,6,99,低,是,4,低,低,私立,积极,3,否,高中,近,女,74
23,81,中,高,否,9,59,低,是,2,中,高,公立,中性,2,否,大学,近,男,68
15,61,高,中,是,6,86,高,是,2,高,高,公立,中性,3,否,高中,近,女,65
33,62,中,中,否,7,74,低,是,2,中,中,公立,中性,2,否,大学,中等,男,66
21,85,中,高,是,6,92,中,是,1,中,高,公立,中性,2,是,高中,中等,男,69
19,92,低,中,是,7,70,低,是,2,高,中,私立,积极,2,否,大学,近,男,69
26,78,高,中,否,8,65,中,是,3,中,中,公立,积极,3,否,大学,近,女,70
21,82,中,中,是,10,60,高,是,3,高,高,公立,积极,4,否,高中,近,女,70
22,92,中,中,是,6,94,中,是,1,中,中,公立,积极,3,否,高中,近,男,71
35,84,中,中,否,5,86,中,是,1,中,中,公立,中性,3,否,高中,近,女,72
18,69,中,低,否,7,54,中,是,1,低,高,公立,中性,4,否,高中,中等,男,61
18,85,中,高,是,6,86,高,否,1,中,中,私立,中性,3,否,高中,近,女,68
21,85,中,低,是,7,52,中,是,3,低,中,私立,中性,3,否,高中,近,男,66
26,89,中,中,是,8,59,低,是,1,低,高,公立,中性,4,否,高中,近,男,70
11,85,中,低,否,10,80,低,否,0,低,高,公立,积极,3,否,大学,近,女,63
8,99,中,高,是,6,73,中,是,1,中,,公立,积极,3,否,高中,远,女,68
16,68,低,中,是,4,92,中,否,1,中,中,公立,消极,4,否,大学,近,男,62
10,98,中,高,否,7,80,低,是,3,中,中,私立,中性,3,否,大学,近,男,69
17,82,中,中,是,8,98,中,是,3,中,高,公立,积极,4,否,高中,中等,男,69
23,87,中,低,是,6,93,中,是,1,高,高,私立,积极,4,否,研究生,近,女,72
15,64,高,中,是,7,67,中,是,2,低,高,公立,积极,3,否,高中,近,男,64
11,75,低,中,否,7,92,中,否,2,低,高,公立,积极,4,否,大学,中等,女,63
20,91,中,中,是,7,93,高,是,1,低,中,公立,消极,3,否,研究生,中等,男,70
25,88,低,中,是,8,98,低,否,1,低,低,私立,中性,4,否,研究生,近,男,69
10,62,高,高,否,7,51,中,是,1,中,高,私立,积极,2,否,高中,近,男,61
25,82,高,高,否,8,94,低,是,2,低,中,公立,中性,3,否,高中,中等,男,70
25,64,中,中,是,4,53,低,是,1,中,中,公立,中性,2,否,大学,近,男,64
26,100,高,高,是,6,76,高,是,0,中,高,公立,消极,4,否,研究生,近,男,76
27,96,中,中,是,6,71,中,是,2,中,中,公立,中性,2,否,大学,近,女,73
33,61,低,低,是,5,96,中,是,2,中,,公立,消极,3,否,高中,近,男,67
18,94,中,中,是,7,70,中,否,2,中,高,公立,消极,3,否,大学,近,女,69
21,97,中,中,是,6,80,低,是,2,中,中,私立,积极,4,否,大学,近,男,72
18,74,中,中,否,6,85,中,是,4,中,中,私立,消极,3,否,大学,中等,女,66
20,89,中,中,是,8,51,中,是,3,中,高,公立,积极,3,否,研究生,近,女,70
29,78,中,高,是,7,80,中,是,2,中,中,公立,积极,4,否,研究生,近,女,73
12,86,高,中,是,5,76,低,否,2,高,中,公立,积极,3,否,研究生,近,女,68
15,74,中,高,否,6,80,中,是,2,高,中,公立,消极,3,否,研究生,中等,男,66
28,73,低,中,是,8,54,中,是,4,中,中,私立,中性,1,否,高中,近,女,67
26,77,中,低,否,7,53,高,否,3,中,高,私立,积极,3,否,高中,近,女,67
18,66,中,高,是,9,59,中,否,0,低,中,私立,积极,3,否,高中,近,男,62
25,93,低,中,否,8,93,中,是,2,中,中,公立,积极,3,否,大学,近,男,72
22,74,低,高,是,6,68,中,是,0,中,低,公立,积极,4,否,高中,远,男,65
29,76,中,低,是,9,72,中,是,1,高,中,公立,积极,3,否,高中,近,男,69
20,96,中,高,否,9,70,中,是,2,低,低,公立,积极,2,是,高中,近,男,69
26,80,高,中,是,4,86,中,否,0,低,中,公立,积极,4,否,大学,中等,男,69
36,82,低,低,是,7,63,中,是,0,中,中,私立,积极,3,否,高中,近,男,69
24,98,低,中,是,6,53,中,是,1,中,低,公立,中性,2,否,高中,近,女,69
20,95,中,高,是,7,69,低,是,0,中,高,公立,中性,3,否,高中,近,男,70
24,67,高,低,否,6,86,中,是,6,低,中,私立,积极,3,是,研究生,中等,女,67
18,79,中,高,是,6,96,中,是,3,中,低,公立,积极,3,是,研究生,近,男,69
34,99,中,中,是,8,53,中,是,0,中,高,公立,中性,5,否,大学,近,男,75
21,75,低,中,是,5,91,中,是,2,低,低,公立,中性,3,否,高中,近,男,66
18,75,中,低,是,7,53,中,是,0,高,高,公立,中性,2,否,高中,近,男,63
15,68,中,中,是,5,67,中,是,3,中,高,私立,消极,4,否,研究生,中等,男,64
27,65,中,中,是,9,51,中,是,2,高,中,私立,积极,2,否,研究生,中等,女,66
25,90,中,中,是,7,96,中,是,1,中,中,公立,积极,4,否,大学,中等,男,72
17,91,中,高,否,8,85,高,是,3,中,高,公立,中性,4,否,大学,中等,女,71
23,99,低,中,是,7,68,中,是,0,高,高,私立,积极,2,否,高中,远,男,70
11,91,高,中,否,7,69,中,是,2,低,中,私立,积极,2,否,大学,近,男,67
21,70,中,低,否,7,82,高,是,0,高,高,公立,积极,3,否,高中,近,女,65
23,62,高,高,是,9,54,低,是,3,低,中,私立,中性,4,否,高中,近,男,65
30,99,中,中,是,6,57,中,是,0,低,中,公立,中性,4,否,研究生,近,男,73
15,74,中,中,是,4,92,低,是,1,中,中,私立,积极,3,否,研究生,近,男,66
12,72,低,中,是,6,60,高,是,0,低,中,公立,中性,4,否,研究生,近,男,62
15,96,中,高,否,5,86,中,是,2,高,中,私立,积极,2,否,高中,近,男,71
12,83,中,高,否,8,61,中,是,3,高,中,公立,中性,5,是,高中,近,男,66
28,69,高,高,是,7,54,低,否,1,低,中,公立,中性,2,否,大学,远,男,65
29,96,中,高,是,8,95,中,是,0,高,中,私立,积极,2,否,高中,近,女,75
22,100,高,中,否,7,95,中,是,2,低,中,公立,积极,4,否,大学,近,男,74
27,63,中,低,是,7,80,高,是,1,中,高,私立,中性,3,否,高中,中等,男,65
21,94,中,中,否,7,73,低,是,2,低,中,私立,积极,3,否,研究生,近,女,71
19,76,高,低,是,9,78,低,是,1,低,中,公立,消极,1,否,研究生,近,女,65
18,81,中,低,是,7,70,高,是,0,低,中,私立,中性,2,否,大学,近,男,65
18,97,中,低,否,9,88,中,是,0,低,中,公立,中性,4,否,高中,中等,女,67
11,99,中,低,是,9,88,中,是,2,低,中,公立,中性,2,否,高中,中等,男,67
22,70,中,中,否,7,91,中,是,2,中,中,公立,积极,1,否,高中,近,男,66
20,69,高,中,是,7,76,高,是,1,中,中,公立,积极,3,否,高中,近,女,67
24,63,中,中,否,6,90,中,否,2,低,中,私立,中性,5,否,研究生,近,女,66
21,82,低,高,否,9,58,中,是,0,中,中,公立,消极,2,否,高中,近,男,65
19,61,高,中,是,6,52,低,否,1,低,中,公立,中性,3,否,高中,远,女,59
15,76,高,高,是,6,82,中,是,4,低,高,私立,积极,4,否,高中,中等,女,69
20,63,中,中,否,7,55,高,是,2,低,高,公立,消极,3,否,高中,近,男,63
24,76,低,中,否,5,78,高,是,1,中,中,私立,中性,4,是,高中,中等,男,65
13,62,中,低,否,6,86,高,是,2,低,中,公立,中性,4,否,高中,近,男,61
21,93,低,中,否,9,70,中,是,0,中,高,公立,中性,1,否,研究生,远,女,68
21,68,中,高,是,8,52,中,是,3,低,中,公立,中性,2,否,大学,中等,男,65
16,73,低,低,否,6,94,中,否,1,低,中,私立,消极,2,否,大学,,女,61
16,95,中,高,是,8,52,中,是,0,低,中,私立,积极,3,否,研究生,中等,男,69
21,90,低,中,是,10,95,高,是,2,高,高,私立,中性,4,否,大学,近,男,72
13,69,中,低,是,7,53,高,否,2,中,中,私立,消极,3,是,高中,近,女,59
22,63,中,中,否,9,87,低,是,0,高,高,公立,消极,2,否,大学,中等,女,63
15,89,中,中,是,8,96,高,是,3,低,高,公立,消极,3,否,高中,近,男,69
26,76,低,低,否,7,95,高,是,1,低,高,公立,中性,1,否,研究生,近,男,67
34,91,低,中,否,7,95,中,否,1,中,中,公立,消极,3,是,大学,中等,男,70
15,78,中,高,否,8,94,高,是,0,低,中,私立,积极,4,否,研究生,中等,男,67
23,74,中,中,是,6,76,中,否,1,低,中,公立,积极,2,否,大学,近,男,66
16,78,中,中,是,4,78,中,是,5,高,中,公立,积极,3,否,高中,近,女,68
26,90,低,高,是,6,81,中,是,1,低,中,私立,中性,3,否,研究生,近,男,71
12,96,高,中,否,4,95,中,是,3,中,中,私立,中性,0,是,高中,近,男,69
23,62,高,中,是,6,92,低,是,0,高,中,公立,中性,2,否,,中等,男,65
15,81,中,中,否,4,89,高,是,0,低,中,私立,消极,3,否,研究生,近,女,66
19,61,中,高,是,8,84,高,是,2,中,高,公立,积极,4,否,高中,近,男,66
14,79,高,中,否,5,81,高,是,3,高,中,公立,消极,3,否,高中,近,女,67
25,95,高,中,是,8,96,低,是,1,中,中,公立,中性,4,否,研究生,近,男,74
15,74,高,高,否,8,60,低,是,3,低,中,公立,积极,5,否,高中,中等,男,66
23,97,中,高,是,8,60,中,是,1,中,高,公立,中性,3,否,大学,近,男,72
18,85,高,低,是,4,99,高,是,0,低,中,私立,中性,4,否,大学,近,男,69
19,97,低,高,否,9,78,中,是,0,中,中,私立,消极,4,否,高中,中等,女,68
21,90,中,高,是,8,74,中,是,4,低,中,私立,中性,3,否,高中,近,男,71
15,64,中,中,否,8,93,中,是,0,低,中,公立,消极,2,否,高中,近,女,61
21,69,中,中,是,10,92,低,是,2,低,中,私立,中性,3,否,高中,近,男,65
29,76,中,高,是,8,59,中,是,4,低,高,公立,中性,2,否,研究生,近,男,71
15,67,低,中,是,5,59,低,是,0,低,中,私立,中性,3,否,高中,近,男,59
27,80,高,中,否,8,90,低,是,1,中,高,公立,中性,3,否,研究生,近,女,71
29,79,中,高,否,5,89,中,是,0,高,高,公立,中性,3,否,研究生,近,女,72
15,98,高,高,是,7,61,中,是,1,低,高,私立,积极,3,否,大学,中等,女,71
11,77,低,低,是,6,92,低,是,0,低,中,公立,中性,5,否,高中,近,男,61
22,91,中,中,否,7,74,中,是,1,中,中,私立,消极,2,是,大学,中等,女,67
17,98,中,中,否,5,73,低,是,0,低,高,公立,消极,2,否,大学,中等,男,67
31,95,中,中,否,5,99,中,是,1,中,中,私立,中性,4,否,高中,近,女,74
20,68,高,高,否,6,76,低,是,2,中,中,公立,中性,3,否,高中,近,女,66
15,80,中,中,是,7,57,低,是,1,低,中,私立,消极,4,否,高中,近,男,63
13,74,中,中,否,6,64,低,是,4,高,高,私立,中性,3,是,高中,近,男,63
27,76,高,高,否,9,67,中,是,1,低,中,公立,积极,4,否,高中,远,女,68
17,74,中,低,是,8,98,低,是,1,高,高,公立,中性,3,否,高中,近,女,65
20,93,中,低,否,8,63,中,是,0,低,高,公立,消极,3,否,高中,中等,男,66
26,78,中,中,否,6,72,中,是,1,低,,私立,中性,3,否,高中,中等,女,67
17,81,中,中,否,5,87,高,是,0,低,高,私立,中性,2,否,大学,近,女,67
20,99,中,低,是,7,64,高,是,0,中,中,公立,积极,4,否,高中,近,男,70
20,62,低,中,是,10,85,高,是,5,低,中,私立,中性,4,否,高中,近,男,65
24,80,中,中,是,7,60,中,是,1,高,高,公立,积极,3,否,高中,中等,女,68
24,91,中,高,是,9,62,低,是,3,低,中,公立,消极,4,否,大学,中等,男,70
19,66,高,低,否,9,99,中,是,1,中,中,公立,积极,3,否,大学,近,男,66
20,84,高,中,是,8,68,中,是,0,低,中,私立,积极,4,否,研究生,近,男,69
18,70,中,中,否,7,86,中,是,1,高,中,公立,积极,2,否,高中,近,女,65
11,95,中,中,是,6,92,中,否,2,中,低,公立,中性,3,否,研究生,中等,女,68
